,credit.policy,int.rate,installment,log.annual.inc,dti,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,grade,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_major_purchase,purpose_small_business
295,1.0,0.0996,306.36,10.96819829,21.93,4593.041667,26218.0,28.7,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
296,1.0,0.1154,143.53,9.998797732,24.71,1291.041667,5967.0,25.5,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
301,1.0,0.0807,83.92,10.59663473,16.68,6988.0,19210.0,48.3,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0
302,1.0,0.0964,481.48,10.59663473,4.05,2759.041667,11601.0,85.9,3.0,0.0,0.0,0.0,1,0,0,0,0,0,1
303,1.0,0.0996,253.16,10.16585182,6.14,2040.041667,991.0,34.2,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
307,1.0,0.0743,124.3,11.04292184,5.82,5430.0,773.0,4.8,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0
315,1.0,0.0743,217.52,11.00209984,1.72,7230.0,3202.0,1.1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
318,1.0,0.1014,421.14,10.59663473,17.01,4349.0,35944.0,56.2,2.0,0.0,0.0,0.0,2,0,1,0,0,0,0
320,1.0,0.1078,365.51,11.00209984,14.26,6780.041667,7973.0,89.6,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
321,1.0,0.0807,313.69,10.11050172,9.95,5167.0,8522.0,21.7,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
323,1.0,0.1362,316.99,10.30895266,21.88,1601.041667,7429.0,82.5,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
324,1.0,0.1236,701.12,10.77895629,0.85,2579.0,639.0,13.6,1.0,0.0,0.0,1.0,1,0,0,0,0,0,1
325,1.0,0.1014,485.0,11.38845009,13.73,5489.0,14903.0,35.3,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
326,1.0,0.1236,133.55,10.59653473,9.48,4080.041667,2923.0,28.4,3.0,0.0,0.0,0.0,2,0,1,0,0,0,0
327,1.0,0.0838,362.39,11.58058411,8.16,5790.0,18314.0,50.6,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0
328,1.0,0.0712,108.27,10.26813067,0.0,3034.041667,150.0,7.5,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
329,1.0,0.1236,240.39,9.757305042,4.58,3840.041667,0.0,0.0,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0
331,1.0,0.0838,66.18,9.893437217,2.36,5790.0,1489.0,62.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
332,1.0,0.1109,327.82,10.63344871,19.32,2849.0,15368.0,87.1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
333,1.0,0.0743,69.14,11.69524702,7.67,6007.041667,21521.0,29.5,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0
334,1.0,0.1078,313.3,11.02190247,14.06,5700.041667,4781.0,15.5,2.0,0.0,0.0,1.0,1,0,0,0,1,0,0
336,1.0,0.1236,292.97,10.727663,15.53,1848.0,8494.0,44.2,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
337,1.0,0.0838,315.12,11.15051985,14.03,5519.0,11333.0,45.5,5.0,0.0,0.0,0.0,1,0,0,0,0,0,0
338,1.0,0.0807,225.86,11.02190247,17.0,5340.041667,9366.0,40.7,4.0,0.0,0.0,1.0,1,0,1,0,0,0,0
339,1.0,0.0838,63.03,10.46493024,18.96,2190.0,4922.0,30.6,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
341,1.0,0.1204,126.29,11.05089001,12.5,3300.0,29736.0,80.2,3.0,0.0,0.0,0.0,2,0,0,0,0,0,1
343,1.0,0.1014,97.0,10.77895629,0.0,5160.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
344,1.0,0.092,318.93,11.25480219,5.93,4800.0,11496.0,26.6,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
345,1.0,0.1078,228.45,10.50506754,7.76,2010.041667,6999.0,65.7,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0
348,1.0,0.0775,124.89,10.96127785,1.33,2485.041667,2325.0,8.2,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
349,1.0,0.1109,262.26,11.1844214,5.12,1949.041667,14653.0,95.1,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0
350,1.0,0.0838,236.34,11.22524339,6.06,3149.041667,4286.0,40.4,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
351,1.0,0.1204,265.87,10.70738554,16.06,1949.041667,8009.0,68.5,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
352,1.0,0.0775,101.47,10.49127422,2.73,2550.0,2353.0,12.4,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0
353,1.0,0.0775,218.55,10.81769612,10.37,4410.0,6634.0,9.4,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
354,1.0,0.1014,38.8,10.30895266,19.76,4529.041667,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
355,1.0,0.1141,247.0,11.1844214,14.65,3329.0,5608.0,47.1,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
356,1.0,0.1299,673.79,10.77895629,18.98,4830.041667,13649.0,42.4,1.0,0.0,0.0,1.0,1,0,1,0,0,0,0
357,1.0,0.1078,79.96,10.54534144,14.84,4140.041667,9973.0,33.8,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
358,1.0,0.1204,498.51,10.75790288,17.95,2609.0,16502.0,63.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
359,1.0,0.1488,692.14,11.23848862,7.11,3899.041667,15773.0,95.0,0.0,0.0,0.0,1.0,2,0,1,0,0,0,0
361,1.0,0.0983,289.69,9.980448594,4.83,1620.041667,7263.0,39.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
362,1.0,0.0838,264.71,10.54796956,13.1,7560.041667,3451.0,19.4,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
363,1.0,0.1267,117.38,10.77895629,13.1,9659.041667,16770.0,50.7,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
364,1.0,0.1078,293.72,10.49127422,7.93,2429.041667,17042.0,75.1,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
365,1.0,0.1267,563.4,11.00209984,20.06,4560.041667,10686.0,49.4,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
366,1.0,0.092,318.93,12.01370075,0.33,3600.0,45.0,0.4,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0
367,1.0,0.0951,230.68,10.38887228,15.84,1800.0,3247.0,33.3,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
369,1.0,0.0775,312.22,11.65702581,2.89,5160.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
371,1.0,0.1425,514.49,10.77895629,19.05,6209.0,14036.0,64.4,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
372,1.0,0.1046,16.25,10.16585182,14.17,4919.041667,5643.0,60.7,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1
373,1.0,0.1204,372.22,10.71441777,21.33,4710.0,17850.0,66.3,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
374,1.0,0.0951,320.38,10.91508846,7.59,2340.041667,8382.0,20.4,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
375,1.0,0.1836,504.13,11.33857208,23.04,6690.041667,24280.0,93.4,3.0,0.0,0.0,0.0,2,0,0,0,0,0,1
376,1.0,0.1172,413.51,10.49127422,11.9,2970.0,8375.0,91.0,3.0,0.0,0.0,0.0,1,0,1,0,0,0,0
377,1.0,0.1014,485.0,11.33857208,19.86,2763.041667,6437.0,28.6,4.0,0.0,0.0,0.0,2,0,0,0,0,0,0
378,1.0,0.1172,307.66,11.03488966,20.09,6392.041667,16890.0,64.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
379,1.0,0.1078,130.54,10.37349118,0.38,1290.041667,887.0,38.6,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
380,1.0,0.1299,370.59,10.86856845,17.94,3269.0,17771.0,52.1,2.0,0.0,0.0,1.0,2,0,1,0,0,0,0
382,1.0,0.0775,312.22,10.08580911,0.0,3809.041667,5028.0,12.1,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0
384,1.0,0.1078,440.57,10.52406404,12.58,2130.0,10251.0,33.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
385,1.0,0.092,175.42,10.51867319,16.74,4590.041667,6566.0,48.6,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
386,1.0,0.1046,194.91,10.81977828,5.06,4464.0,9516.0,63.4,1.0,0.0,0.0,0.0,2,0,0,0,0,0,0
387,1.0,0.1172,165.41,11.00209984,0.0,2520.0,2126.0,6.4,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
388,1.0,0.133,406.07,10.71441777,4.67,2849.0,7209.0,38.1,1.0,0.0,0.0,1.0,1,0,1,0,0,0,0
389,1.0,0.1172,82.71,11.03488966,19.29,4319.0,7180.0,34.4,3.0,0.0,0.0,1.0,1,0,1,0,0,0,0
390,1.0,0.0838,189.08,10.60905725,12.5,2550.0,7386.0,42.4,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
391,1.0,0.0712,57.23,10.46310334,11.59,5970.041667,6035.0,19.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
392,1.0,0.133,338.39,11.69524702,6.31,6150.0,28653.0,89.3,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1
395,1.0,0.092,306.18,11.03488966,13.12,5250.041667,24406.0,40.3,1.0,0.0,0.0,1.0,1,1,0,0,0,0,0
396,1.0,0.0951,592.7,10.34174248,16.49,4260.041667,25946.0,37.9,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
397,1.0,0.1014,611.1,10.69194491,9.79,5940.041667,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
401,1.0,0.1014,452.67,11.22524339,16.54,4800.0,14214.0,39.4,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0
402,1.0,0.1046,649.68,11.65702581,16.2,5129.0,23442.0,42.1,2.0,0.0,0.0,0.0,2,0,1,0,0,0,0
404,1.0,0.1204,498.51,11.51292546,14.32,4439.0,25988.0,98.8,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
406,1.0,0.1141,658.67,10.96578158,10.14,5999.041667,23370.0,70.0,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
408,1.0,0.1014,258.67,10.81977828,8.78,3946.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
409,1.0,0.1109,157.36,10.73639668,11.37,2729.041667,15564.0,56.6,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
410,1.0,0.1236,300.48,11.35040654,21.8,5069.0,13686.0,48.7,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
412,1.0,0.1014,129.34,10.49127422,7.07,1560.041667,4220.0,53.4,2.0,0.0,0.0,0.0,0,0,1,0,0,0,0
413,1.0,0.1393,170.72,11.1844214,22.57,2940.0,29877.0,75.6,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0
414,1.0,0.133,101.52,10.47005058,24.79,5569.0,21573.0,73.7,1.0,0.0,0.0,1.0,2,1,0,0,0,0,0
416,1.0,0.0775,337.19,10.08580911,10.1,5400.0,1458.0,18.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
418,1.0,0.0838,403.36,11.08214255,7.26,5580.041667,4365.0,51.4,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
419,1.0,0.0775,305.97,11.00209984,9.2,6270.0,209.0,1.9,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
421,1.0,0.1236,767.89,11.46163217,16.07,2580.0,806.0,10.3,2.0,0.0,0.0,1.0,1,1,0,0,0,0,0
422,1.0,0.1109,491.73,10.37349118,4.8,3480.041667,4134.0,39.4,1.0,0.0,0.0,1.0,1,0,1,0,0,0,0
423,1.0,0.1172,496.22,11.09741002,2.42,6329.041667,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
424,1.0,0.1078,228.45,11.14908203,16.51,5009.041667,22157.0,98.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0
427,1.0,0.1078,81.59,11.58058411,16.37,9960.041667,16164.0,80.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0
428,1.0,0.1078,278.22,11.60823564,18.58,7230.0,14046.0,80.3,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0
429,1.0,0.0775,312.22,10.00784757,5.24,5010.041667,4767.0,8.7,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
430,1.0,0.1141,59.28,11.19821472,21.01,2580.0,23882.0,89.8,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
431,1.0,0.0807,376.43,9.903487553,8.88,8160.041667,674.0,2.6,1.0,0.0,0.0,0.0,2,0,0,1,0,0,0
435,1.0,0.1141,329.34,10.59663473,15.93,3539.041667,14643.0,76.4,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
436,1.0,0.1172,99.25,10.91871823,12.85,2670.041667,15680.0,89.6,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
437,1.0,0.1362,381.58,10.30895266,19.52,4412.0,16670.0,71.7,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
438,1.0,0.1078,310.03,11.21989579,8.22,3707.0,2624.0,48.6,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
439,1.0,0.0838,78.78,10.34174248,10.61,7089.041667,2773.0,10.8,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
440,1.0,0.0951,608.72,11.14186178,11.29,9179.0,2279.0,20.7,3.0,0.0,0.0,0.0,1,0,1,0,0,0,0
441,1.0,0.0983,386.25,11.26446411,15.74,4379.0,28110.0,31.9,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
442,1.0,0.092,669.76,12.37581542,2.7,9029.041667,997.0,1.2,2.0,0.0,0.0,0.0,2,0,0,0,0,0,1
443,1.0,0.092,478.4,10.91508846,12.28,7380.0,2787.0,2.3,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
444,1.0,0.0838,567.22,11.06663836,5.25,3540.041667,1612.0,12.1,4.0,0.0,0.0,1.0,0,0,0,0,0,0,0
446,1.0,0.1425,685.99,10.77895629,2.1,3870.041667,19892.0,83.6,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
447,1.0,0.092,255.15,10.46310334,1.03,1230.041667,1834.0,12.8,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
449,1.0,0.0775,124.89,11.08214255,9.25,5010.041667,3348.0,5.3,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0
450,1.0,0.0743,217.52,10.40426284,10.04,3630.0,983.0,2.1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
453,1.0,0.06,467.45,11.04292184,15.28,4652.041667,26044.0,34.5,3.0,0.0,0.0,0.0,1,0,1,0,0,0,0
454,1.0,0.0983,386.25,10.1266311,16.75,4918.041667,16212.0,50.7,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
455,1.0,0.0983,257.5,10.49127422,21.33,6300.041667,8516.0,11.1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
456,1.0,0.0807,62.74,10.30895266,3.68,2580.0,3953.0,15.9,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
458,1.0,0.0951,320.38,10.85127695,9.6,1469.0,1346.0,23.2,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
459,1.0,0.092,318.93,10.71441777,4.88,4079.0,12425.0,94.2,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
461,1.0,0.0775,327.83,10.95779958,12.86,5490.0,14377.0,10.2,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
463,1.0,0.1172,196.84,10.47522952,15.38,1709.041667,10900.0,42.4,3.0,0.0,0.0,0.0,1,0,1,0,0,0,0
466,1.0,0.1267,182.77,11.21182037,11.25,8100.0,30949.0,54.3,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
467,1.0,0.1046,194.91,10.54534144,13.42,4080.0,6101.0,36.8,3.0,0.0,0.0,0.0,1,0,1,0,0,0,0
468,1.0,0.0832,94.46,10.1266311,1.54,2010.041667,1235.0,28.7,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
469,1.0,0.1261,450.67,10.46310334,19.71,3030.041667,18028.0,88.4,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
470,1.0,0.0945,387.32,10.89673933,11.02,3285.0,8828.0,54.8,5.0,0.0,0.0,0.0,0,0,1,0,0,0,0
471,1.0,0.0863,47.45,9.77246729,9.37,5099.0,6033.0,31.1,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
477,1.0,0.0863,101.21,9.798127037,14.38,1530.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
478,1.0,0.0976,533.77,9.903487553,4.68,3408.041667,2248.0,11.6,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1
480,1.0,0.1008,807.62,10.51867319,8.53,3346.0,2296.0,7.6,3.0,0.0,0.0,0.0,0,0,0,0,0,0,1
481,1.0,0.1292,347.5,11.15625052,9.05,4530.041667,16264.0,90.6,3.0,0.0,0.0,1.0,1,0,1,0,0,0,0
482,1.0,0.1039,194.71,10.66895539,17.47,3540.041667,12758.0,40.4,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
483,1.0,0.08,188.02,10.77895629,14.08,4890.041667,2573.0,16.3,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
484,1.0,0.0976,237.95,11.14186178,12.57,3420.041667,15176.0,31.6,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
485,1.0,0.1008,148.61,10.6454249,5.91,4680.0,7239.0,16.3,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
486,1.0,0.0863,189.77,10.57131693,11.2,2670.041667,11217.0,52.9,3.0,0.0,0.0,0.0,2,1,0,0,0,0,0
487,1.0,0.1008,84.0,10.23995979,14.57,2490.0,12979.0,31.0,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
488,1.0,0.0976,192.93,12.20607265,4.84,5760.041667,21894.0,0.0,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0
489,1.0,0.1197,431.6,11.32659589,3.92,3479.041667,4933.0,15.1,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0
490,1.0,0.1071,339.06,10.35456317,4.74,1290.041667,6206.0,35.3,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
491,1.0,0.0976,225.09,10.22557105,17.78,1830.0,16326.0,48.6,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
492,1.0,0.1039,243.38,10.71441777,5.57,4140.041667,33.0,0.3,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
493,1.0,0.0737,24.84,10.46310334,7.65,4620.041667,19901.0,29.8,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
494,1.0,0.08,90.88,9.852194258,6.32,2981.0,4385.0,24.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0
495,1.0,0.1355,589.2,10.69194491,18.52,4800.0,18966.0,70.5,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
497,1.0,0.1071,48.91,10.6454249,18.14,3091.041667,1276.0,63.8,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
498,1.0,0.1229,200.12,10.49127422,14.77,4830.0,22635.0,45.5,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
499,1.0,0.0768,199.61,11.52682837,0.83,8370.0,1715.0,8.2,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0
500,1.0,0.08,310.24,11.52682837,3.19,8370.0,1715.0,8.2,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0
501,1.0,0.0976,80.39,9.998797732,22.25,2404.041667,2574.0,10.5,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
504,1.0,0.0945,272.09,10.81985828,17.33,2430.041667,9048.0,26.6,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
506,1.0,0.0976,200.17,9.92329018,18.35,2879.0,9121.0,55.4,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
508,1.0,0.08,94.01,10.04324949,12.05,1259.041667,710.0,7.8,4.0,0.0,0.0,0.0,1,0,0,0,0,0,0
509,1.0,0.0976,46.63,11.08214255,7.74,3509.041667,20762.0,48.5,2.0,0.0,0.0,0.0,1,0,0,1,0,0,0
510,1.0,0.0863,189.77,10.65320408,10.8,3451.041667,1839.0,15.6,3.0,0.0,0.0,0.0,1,0,1,0,0,0,0
511,1.0,0.0976,627.02,11.40756495,1.95,3180.041667,8629.0,17.6,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
512,1.0,0.1166,330.53,10.81174611,8.4,3300.0,11735.0,93.9,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
513,1.0,0.1039,584.12,11.28978191,0.86,2092.041667,5506.0,52.4,1.0,0.0,0.0,0.0,2,0,0,0,0,0,0
515,1.0,0.0768,187.14,11.22524339,2.54,6451.041667,6094.0,2.8,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
516,1.0,0.1008,193.83,10.59663473,16.17,2699.041667,15597.0,60.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0
518,1.0,0.0976,644.71,10.16585182,9.14,6752.041667,507.0,3.5,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1
519,1.0,0.1071,195.61,10.38554326,11.12,4079.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
520,1.0,0.1103,163.77,10.53209621,5.73,3299.0,4760.0,60.3,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
522,1.0,0.1103,327.53,10.30895266,13.4,3359.0,10837.0,83.4,1.0,0.0,0.0,1.0,2,0,1,0,0,0,0
524,1.0,0.0976,128.62,11.05089001,2.7,6810.041667,4010.0,8.1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1
526,1.0,0.1134,501.73,11.22524339,15.14,6030.041667,39702.0,84.5,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
527,1.0,0.0945,544.17,11.00209984,0.6,3390.041667,653.0,3.2,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0
528,1.0,0.08,188.02,11.00209984,9.82,6419.041667,5274.0,45.9,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
529,1.0,0.1166,90.07,10.858999,14.45,2609.0,11788.0,24.7,3.0,0.0,0.0,0.0,1,0,1,0,0,0,0
530,1.0,0.0737,93.14,9.774118912,12.7,6149.0,122.0,3.7,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
531,1.0,0.1545,348.87,10.91501573,13.16,7979.0,22122.0,78.7,2.0,0.0,0.0,0.0,2,0,1,0,0,0,0
532,1.0,0.0768,155.95,10.23995979,0.43,2267.0,103.0,1.5,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1
535,1.0,0.0976,80.39,10.49127422,0.5,1680.041667,11794.0,59.3,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
538,1.0,0.1008,646.1,11.00209984,10.06,3960.0,6688.0,39.1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
539,1.0,0.1229,25.02,9.852194258,24.0,2700.041667,12220.0,84.9,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
540,1.0,0.1071,195.61,10.42228135,20.11,2309.041667,8736.0,45.7,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
541,1.0,0.1324,507.15,11.14764215,3.29,3659.0,170.0,34.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
542,1.0,0.1418,548.25,10.85220675,11.13,2519.0,15923.0,90.5,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
546,1.0,0.1103,98.26,10.62132735,16.92,1560.0,21498.0,42.4,1.0,0.0,0.0,0.0,2,0,0,0,0,0,0
548,1.0,0.1197,131.97,9.782505656,15.51,4290.041667,7902.0,17.0,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
550,1.0,0.1261,254.65,11.24575165,4.62,5129.0,7897.0,47.9,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
551,1.0,0.1134,236.88,10.51867319,24.31,4710.0,6422.0,14.5,2.0,0.0,0.0,0.0,2,1,0,0,0,0,0
552,1.0,0.08,313.37,10.1266311,12.14,7890.041667,1467.0,9.2,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1
553,1.0,0.1166,826.31,11.51292546,18.88,1949.041667,16694.0,33.1,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
554,1.0,0.08,156.69,10.37098805,10.71,2309.041667,1698.0,7.9,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
555,1.0,0.1197,318.72,10.51856508,20.63,3270.0,8801.0,72.7,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
556,1.0,0.1039,171.18,10.71441777,20.69,2610.0,5500.0,28.2,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
557,1.0,0.0863,373.21,11.00209984,7.8,3390.0,3282.0,32.6,3.0,0.0,0.0,0.0,2,0,1,0,0,0,0
558,1.0,0.1261,820.91,11.69524702,5.76,2141.041667,23908.0,62.8,3.0,0.0,0.0,1.0,1,0,0,0,0,0,1
559,1.0,0.1071,815.04,10.858999,11.86,1694.041667,6088.0,8.3,0.0,0.0,0.0,1.0,1,1,0,0,0,0,0
560,1.0,0.1071,358.62,11.00209984,0.4,1620.041667,2217.0,28.4,2.0,0.0,0.0,0.0,2,0,0,0,0,0,0
561,1.0,0.1292,213.72,11.294956,20.15,8520.041667,22247.0,93.1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
562,1.0,0.1197,99.6,11.26446411,14.8,4140.041667,14555.0,77.0,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
563,1.0,0.0945,409.73,11.51292546,10.51,3900.041667,15491.0,25.4,3.0,0.0,0.0,0.0,1,0,1,0,0,0,0
564,1.0,0.1387,341.15,10.96819829,24.72,6839.041667,24299.0,58.6,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0
566,1.0,0.0976,160.78,10.4487146,1.46,2970.0,3735.0,21.5,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
567,1.0,0.1008,129.22,10.3859137,16.26,1560.0,2352.0,27.3,1.0,0.0,0.0,0.0,2,0,0,0,1,0,0
568,1.0,0.1261,335.07,10.858999,12.02,2699.041667,7607.0,46.7,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
569,1.0,0.1103,294.78,10.71441777,8.29,2760.041667,12303.0,59.7,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
570,1.0,0.1039,233.65,10.77895629,12.63,1140.0,5824.0,44.7,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
572,1.0,0.1039,486.76,10.88382293,11.37,2250.0,24.0,0.3,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
573,1.0,0.1197,398.4,10.71441777,22.67,3183.041667,16616.0,66.7,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
574,1.0,0.1103,671.44,10.55581274,15.72,3580.041667,31566.0,32.3,1.0,0.0,0.0,1.0,2,0,1,0,0,0,0
575,1.0,0.1261,670.13,10.54534144,4.04,3570.041667,4110.0,91.3,0.0,0.0,0.0,0.0,2,0,0,0,0,0,1
576,1.0,0.1071,521.63,10.59653473,19.23,3120.041667,16738.0,77.9,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
